tx_name	gene_id	chrom	strand	nexon	tx_len	cds_len	utr5_len	utr3_len	gene_biotype	gene_name
LZEP_07466-RA	LZEP_07466	LZEP_chr_8	-	2	408	303	0	105	protein_coding	LZEP_07466
LZEP_10423-RA	LZEP_10423	LZEP_chr_3	-	3	733	468	0	265	protein_coding	LZEP_10423
LZEP_12610-RA	LZEP_12610	LZEP_unplaced_4065	+	2	855	525	0	330	protein_coding	LZEP_12610
LZEP_09728-RA	LZEP_09728	LZEP_chr_14	-	2	1134	486	0	648	protein_coding	LZEP_09728
LZEP_09731-RA	LZEP_09731	LZEP_chr_14	-	6	1346	1143	0	203	protein_coding	LZEP_09731
LZEP_09733-RA	LZEP_09733	LZEP_chr_14	-	2	1830	1614	0	216	protein_coding	LZEP_09733
LZEP_03943-RA	LZEP_03943	LZEP_chr_9	+	8	16009	1026	207	14776	protein_coding	LZEP_03943
LZEP_05592-RA	LZEP_05592	LZEP_chr_6	-	2	2712	2109	0	603	protein_coding	LZEP_05592
LZEP_05596-RA	LZEP_05596	LZEP_chr_6	-	13	3666	2904	279	483	protein_coding	LZEP_05596
LZEP_02845-RA	LZEP_02845	LZEP_chr_2	+	5	1038	744	0	294	protein_coding	LZEP_02845
LZEP_03954-RA	LZEP_03954	LZEP_chr_9	+	5	1144	906	0	238	protein_coding	LZEP_03954
LZEP_12445-RA	LZEP_12445	LZEP_unplaced_4080	+	2	2567	1404	0	1163	protein_coding	LZEP_12445
LZEP_11294-RA	LZEP_11294	LZEP_unplaced_2046	-	4	805	645	0	160	protein_coding	LZEP_11294
LZEP_02300-RA	LZEP_02300	LZEP_chr_10	+	14	5170	1617	0	3553	protein_coding	LZEP_02300
LZEP_04278-RA	LZEP_04278	LZEP_chr_11	+	8	954	798	0	156	protein_coding	LZEP_04278
LZEP_04278-RB	LZEP_04278	LZEP_chr_11	+	7	795	795	0	0	protein_coding	LZEP_04278
LZEP_04278-RC	LZEP_04278	LZEP_chr_11	+	8	819	819	0	0	protein_coding	LZEP_04278
LZEP_09742-RA	LZEP_09742	LZEP_chr_14	-	10	6553	5715	90	748	protein_coding	LZEP_09742
LZEP_04280-RA	LZEP_04280	LZEP_chr_11	+	6	3101	1686	624	791	protein_coding	LZEP_04280
LZEP_11747-RA	LZEP_11747	LZEP_unplaced_205	-	5	1073	384	0	689	protein_coding	LZEP_11747
LZEP_09745-RA	LZEP_09745	LZEP_chr_14	-	5	1019	516	370	133	protein_coding	LZEP_09745
LZEP_02850-RA	LZEP_02850	LZEP_chr_2	+	3	739	453	222	64	protein_coding	LZEP_02850
LZEP_02851-RA	LZEP_02851	LZEP_chr_2	+	6	923	870	0	53	protein_coding	LZEP_02851
LZEP_06309-RA	LZEP_06309	LZEP_chr_13	+	5	7553	1440	0	6113	protein_coding	LZEP_06309
LZEP_09746-RA	LZEP_09746	LZEP_chr_14	-	8	1451	1299	0	152	protein_coding	LZEP_09746
LZEP_07949-RA	LZEP_07949	LZEP_chr_1	-	4	423	336	0	87	protein_coding	LZEP_07949
LZEP_00715-RA	LZEP_00715	LZEP_chr_7	+	15	8378	3105	0	5273	protein_coding	LZEP_00715
LZEP_00715-RB	LZEP_00715	LZEP_chr_7	+	15	8387	3120	0	5267	protein_coding	LZEP_00715
LZEP_00715-RC	LZEP_00715	LZEP_chr_7	+	14	8372	3105	0	5267	protein_coding	LZEP_00715
LZEP_00715-RD	LZEP_00715	LZEP_chr_7	+	14	8321	3054	0	5267	protein_coding	LZEP_00715
LZEP_00715-RE	LZEP_00715	LZEP_chr_7	+	14	8369	3102	0	5267	protein_coding	LZEP_00715
LZEP_00715-RF	LZEP_00715	LZEP_chr_7	+	13	8303	3036	0	5267	protein_coding	LZEP_00715
LZEP_05606-RA	LZEP_05606	LZEP_chr_6	-	4	678	534	0	144	protein_coding	LZEP_05606
LZEP_09747-RA	LZEP_09747	LZEP_chr_14	-	3	1211	303	0	908	protein_coding	LZEP_09747
LZEP_00722-RA	LZEP_00722	LZEP_chr_7	+	7	1175	618	282	275	protein_coding	LZEP_00722
LZEP_02857-RA	LZEP_02857	LZEP_chr_2	+	10	4089	3939	51	99	protein_coding	LZEP_02857
LZEP_02860-RA	LZEP_02860	LZEP_chr_2	+	4	954	759	0	195	protein_coding	LZEP_02860
LZEP_02862-RA	LZEP_02862	LZEP_chr_2	+	4	2734	1293	1353	88	protein_coding	LZEP_02862
LZEP_09748-RA	LZEP_09748	LZEP_chr_14	-	8	1707	1389	0	318	protein_coding	LZEP_09748
LZEP_02864-RA	LZEP_02864	LZEP_chr_2	+	5	1717	888	0	829	protein_coding	LZEP_02864
LZEP_02867-RA	LZEP_02867	LZEP_chr_2	+	7	2585	1116	983	486	protein_coding	LZEP_02867
LZEP_03983-RA	LZEP_03983	LZEP_chr_9	+	4	1448	1242	0	206	protein_coding	LZEP_03983
LZEP_03986-RA	LZEP_03986	LZEP_chr_9	+	5	1555	504	0	1051	protein_coding	LZEP_03986
LZEP_03988-RA	LZEP_03988	LZEP_chr_9	+	6	1524	624	513	387	protein_coding	LZEP_03988
LZEP_03371-RA	LZEP_03371	LZEP_chr_9	-	17	3434	3327	0	107	protein_coding	LZEP_03371
LZEP_09752-RA	LZEP_09752	LZEP_chr_14	-	6	4760	1461	3010	289	protein_coding	LZEP_09752
LZEP_09752-RB	LZEP_09752	LZEP_chr_14	-	5	3519	1443	2076	0	protein_coding	LZEP_09752
LZEP_08229-RA	LZEP_08229	LZEP_chr_5	+	3	3544	1842	626	1076	protein_coding	LZEP_08229
LZEP_04287-RA	LZEP_04287	LZEP_chr_11	+	8	2887	2172	0	715	protein_coding	LZEP_04287
LZEP_07968-RA	LZEP_07968	LZEP_chr_1	-	16	7990	3639	3187	1164	protein_coding	LZEP_07968
LZEP_04290-RA	LZEP_04290	LZEP_chr_11	+	9	1454	960	0	494	protein_coding	LZEP_04290
LZEP_03989-RA	LZEP_03989	LZEP_chr_9	+	20	12535	11007	0	1528	protein_coding	LZEP_03989
LZEP_03373-RA	LZEP_03373	LZEP_chr_9	-	8	2081	1308	0	773	protein_coding	LZEP_03373
LZEP_02873-RA	LZEP_02873	LZEP_chr_2	+	10	2703	1770	633	300	protein_coding	LZEP_02873
LZEP_11147-RA	LZEP_11147	LZEP_unplaced_413	+	5	629	558	71	0	protein_coding	LZEP_11147
LZEP_11147-RB	LZEP_11147	LZEP_unplaced_413	+	5	799	705	0	94	protein_coding	LZEP_11147
LZEP_09755-RA	LZEP_09755	LZEP_chr_14	-	7	1273	1221	0	52	protein_coding	LZEP_09755
LZEP_09758-RA	LZEP_09758	LZEP_chr_14	-	5	2989	1710	559	720	protein_coding	LZEP_09758
LZEP_03991-RA	LZEP_03991	LZEP_chr_9	+	10	2761	2085	0	676	protein_coding	LZEP_03991
LZEP_02874-RA	LZEP_02874	LZEP_chr_2	+	6	2931	1233	0	1698	protein_coding	LZEP_02874
LZEP_04293-RA	LZEP_04293	LZEP_chr_11	+	8	4113	948	1971	1194	protein_coding	LZEP_04293
LZEP_09760-RA	LZEP_09760	LZEP_chr_14	-	5	1866	1473	272	121	protein_coding	LZEP_09760
LZEP_10447-RA	LZEP_10447	LZEP_chr_3	-	4	1973	1077	130	766	protein_coding	LZEP_10447
LZEP_08235-RA	LZEP_08235	LZEP_chr_5	+	11	5352	3993	572	787	protein_coding	LZEP_08235
LZEP_07974-RA	LZEP_07974	LZEP_chr_1	-	6	3464	2403	0	1061	protein_coding	LZEP_07974
LZEP_03995-RA	LZEP_03995	LZEP_chr_9	+	11	2054	1386	472	196	protein_coding	LZEP_03995
LZEP_02876-RA	LZEP_02876	LZEP_chr_2	+	9	9671	4716	209	4746	protein_coding	LZEP_02876
LZEP_07976-RA	LZEP_07976	LZEP_chr_1	-	14	3613	3405	0	208	protein_coding	LZEP_07976
LZEP_05614-RA	LZEP_05614	LZEP_chr_6	-	16	8145	6933	0	1212	protein_coding	LZEP_05614
LZEP_05616-RA	LZEP_05616	LZEP_chr_6	-	4	576	282	0	294	protein_coding	LZEP_05616
LZEP_05616-RB	LZEP_05616	LZEP_chr_6	-	3	270	270	0	0	protein_coding	LZEP_05616
LZEP_03998-RA	LZEP_03998	LZEP_chr_9	+	6	834	516	0	318	protein_coding	LZEP_03998
LZEP_05620-RA	LZEP_05620	LZEP_chr_6	-	7	1972	1557	0	415	protein_coding	LZEP_05620
LZEP_10450-RA	LZEP_10450	LZEP_chr_3	-	3	1076	876	0	200	protein_coding	LZEP_10450
LZEP_08238-RA	LZEP_08238	LZEP_chr_5	+	6	688	372	0	316	protein_coding	LZEP_08238
LZEP_08240-RA	LZEP_08240	LZEP_chr_5	+	6	2155	1302	0	853	protein_coding	LZEP_08240
LZEP_06322-RA	LZEP_06322	LZEP_chr_13	+	10	2303	2004	148	151	protein_coding	LZEP_06322
LZEP_06324-RA	LZEP_06324	LZEP_chr_13	+	4	1726	294	1246	186	protein_coding	LZEP_06324
LZEP_06326-RA	LZEP_06326	LZEP_chr_13	+	5	1653	438	250	965	protein_coding	LZEP_06326
LZEP_04000-RA	LZEP_04000	LZEP_chr_9	+	9	1859	1239	0	620	protein_coding	LZEP_04000
LZEP_07981-RA	LZEP_07981	LZEP_chr_1	-	16	5473	3072	243	2158	protein_coding	LZEP_07981
LZEP_07981-RB	LZEP_07981	LZEP_chr_1	-	16	5561	3171	243	2147	protein_coding	LZEP_07981
LZEP_07981-RC	LZEP_07981	LZEP_chr_1	-	15	5480	3090	243	2147	protein_coding	LZEP_07981
LZEP_07981-RD	LZEP_07981	LZEP_chr_1	-	17	5699	3309	243	2147	protein_coding	LZEP_07981
LZEP_05622-RA	LZEP_05622	LZEP_chr_6	-	11	2891	2193	73	625	protein_coding	LZEP_05622
LZEP_05622-RB	LZEP_05622	LZEP_chr_6	-	10	2290	2217	73	0	protein_coding	LZEP_05622
LZEP_04001-RA	LZEP_04001	LZEP_chr_9	+	5	1428	417	972	39	protein_coding	LZEP_04001
LZEP_05624-RA	LZEP_05624	LZEP_chr_6	-	5	2577	1974	281	322	protein_coding	LZEP_05624
LZEP_12582-RA	LZEP_12582	LZEP_unplaced_4143	+	2	1772	1461	0	311	protein_coding	LZEP_12582
LZEP_04296-RA	LZEP_04296	LZEP_chr_11	+	10	9817	2520	498	6799	protein_coding	LZEP_04296
LZEP_06333-RA	LZEP_06333	LZEP_chr_13	+	3	3193	1749	0	1444	protein_coding	LZEP_06333
LZEP_04298-RA	LZEP_04298	LZEP_chr_11	+	9	1222	1077	0	145	protein_coding	LZEP_04298
LZEP_07983-RA	LZEP_07983	LZEP_chr_1	-	10	6815	1935	1130	3750	protein_coding	LZEP_07983
LZEP_07983-RB	LZEP_07983	LZEP_chr_1	-	12	6550	2805	0	3745	protein_coding	LZEP_07983
LZEP_07983-RC	LZEP_07983	LZEP_chr_1	-	5	2627	930	0	1697	protein_coding	LZEP_07983
LZEP_09768-RA	LZEP_09768	LZEP_chr_14	-	16	4714	3165	596	953	protein_coding	LZEP_09768
LZEP_00731-RA	LZEP_00731	LZEP_chr_7	+	2	490	345	0	145	protein_coding	LZEP_00731
LZEP_05632-RA	LZEP_05632	LZEP_chr_6	-	6	3167	711	154	2302	protein_coding	LZEP_05632
LZEP_02881-RA	LZEP_02881	LZEP_chr_2	+	5	2249	1839	103	307	protein_coding	LZEP_02881
LZEP_05633-RA	LZEP_05633	LZEP_chr_6	-	18	4278	4035	0	243	protein_coding	LZEP_05633
LZEP_09770-RA	LZEP_09770	LZEP_chr_14	-	12	2747	477	0	2270	protein_coding	LZEP_09770
LZEP_04303-RA	LZEP_04303	LZEP_chr_11	+	3	1151	993	0	158	protein_coding	LZEP_04303
LZEP_09771-RA	LZEP_09771	LZEP_chr_14	-	19	2896	2631	0	265	protein_coding	LZEP_09771
LZEP_04304-RA	LZEP_04304	LZEP_chr_11	+	2	1043	870	0	173	protein_coding	LZEP_04304
LZEP_05635-RA	LZEP_05635	LZEP_chr_6	-	12	2304	1629	7	668	protein_coding	LZEP_05635
LZEP_12305-RA	LZEP_12305	LZEP_unplaced_211	-	3	643	465	0	178	protein_coding	LZEP_12305
LZEP_02884-RA	LZEP_02884	LZEP_chr_2	+	17	6685	4293	409	1983	protein_coding	LZEP_02884
LZEP_11614-RA	LZEP_11614	LZEP_unplaced_4176	+	6	547	522	1	24	protein_coding	LZEP_11614
LZEP_03375-RA	LZEP_03375	LZEP_chr_9	-	11	2131	1551	0	580	protein_coding	LZEP_03375
LZEP_04830-RA	LZEP_04830	LZEP_chr_11	-	5	1488	711	0	777	protein_coding	LZEP_04830
LZEP_05638-RA	LZEP_05638	LZEP_chr_6	-	5	886	294	0	592	protein_coding	LZEP_05638
LZEP_11099-RA	LZEP_11099	LZEP_unplaced_418	+	5	1280	819	0	461	protein_coding	LZEP_11099
LZEP_05640-RA	LZEP_05640	LZEP_chr_6	-	5	1257	1017	34	206	protein_coding	LZEP_05640
LZEP_00736-RA	LZEP_00736	LZEP_chr_7	+	2	2007	402	0	1605	protein_coding	LZEP_00736
LZEP_09776-RA	LZEP_09776	LZEP_chr_14	-	3	1755	1527	0	228	protein_coding	LZEP_09776
LZEP_12039-RA	LZEP_12039	LZEP_unplaced_4184	+	4	1296	549	0	747	protein_coding	LZEP_12039
LZEP_00738-RA	LZEP_00738	LZEP_chr_7	+	4	555	393	0	162	protein_coding	LZEP_00738
LZEP_00739-RA	LZEP_00739	LZEP_chr_7	+	5	1667	813	0	854	protein_coding	LZEP_00739
LZEP_00741-RA	LZEP_00741	LZEP_chr_7	+	3	1636	1290	0	346	protein_coding	LZEP_00741
LZEP_05644-RA	LZEP_05644	LZEP_chr_6	-	8	2468	1428	166	874	protein_coding	LZEP_05644
LZEP_03376-RA	LZEP_03376	LZEP_chr_9	-	15	4047	2502	1051	494	protein_coding	LZEP_03376
LZEP_00752-RA	LZEP_00752	LZEP_chr_7	+	6	733	468	0	265	protein_coding	LZEP_00752
LZEP_04838-RA	LZEP_04838	LZEP_chr_11	-	4	1054	687	111	256	protein_coding	LZEP_04838
LZEP_00754-RA	LZEP_00754	LZEP_chr_7	+	3	1156	324	0	832	protein_coding	LZEP_00754
LZEP_03379-RA	LZEP_03379	LZEP_chr_9	-	6	5924	705	5122	97	protein_coding	LZEP_03379
LZEP_05648-RA	LZEP_05648	LZEP_chr_6	-	6	992	723	0	269	protein_coding	LZEP_05648
LZEP_00756-RA	LZEP_00756	LZEP_chr_7	+	12	3128	2757	194	177	protein_coding	LZEP_00756
LZEP_03382-RA	LZEP_03382	LZEP_chr_9	-	15	2791	2634	0	157	protein_coding	LZEP_03382
LZEP_03384-RA	LZEP_03384	LZEP_chr_9	-	2	520	507	0	13	protein_coding	LZEP_03384
LZEP_03385-RA	LZEP_03385	LZEP_chr_9	-	9	4778	1464	283	3031	protein_coding	LZEP_03385
LZEP_05655-RA	LZEP_05655	LZEP_chr_6	-	2	2325	2058	0	267	protein_coding	LZEP_05655
LZEP_08251-RA	LZEP_08251	LZEP_chr_5	+	6	895	690	0	205	protein_coding	LZEP_08251
LZEP_11085-RA	LZEP_11085	LZEP_unplaced_42	+	11	4314	1641	810	1863	protein_coding	LZEP_11085
LZEP_02887-RA	LZEP_02887	LZEP_chr_2	+	18	13547	6630	0	6917	protein_coding	LZEP_02887
LZEP_03386-RA	LZEP_03386	LZEP_chr_9	-	5	1107	615	170	322	protein_coding	LZEP_03386
LZEP_07989-RA	LZEP_07989	LZEP_chr_1	-	2	1609	1590	0	19	protein_coding	LZEP_07989
LZEP_11086-RA	LZEP_11086	LZEP_unplaced_42	+	6	3168	2115	0	1053	protein_coding	LZEP_11086
LZEP_03388-RA	LZEP_03388	LZEP_chr_9	-	5	677	618	0	59	protein_coding	LZEP_03388
LZEP_10474-RA	LZEP_10474	LZEP_chr_3	-	3	899	405	0	494	protein_coding	LZEP_10474
LZEP_05657-RA	LZEP_05657	LZEP_chr_6	-	2	507	480	0	27	protein_coding	LZEP_05657
LZEP_00769-RA	LZEP_00769	LZEP_chr_7	+	6	2200	552	176	1472	protein_coding	LZEP_00769
LZEP_05659-RA	LZEP_05659	LZEP_chr_6	-	7	1642	1104	102	436	protein_coding	LZEP_05659
LZEP_07990-RA	LZEP_07990	LZEP_chr_1	-	8	5031	1221	0	3810	protein_coding	LZEP_07990
LZEP_03390-RA	LZEP_03390	LZEP_chr_9	-	5	799	570	0	229	protein_coding	LZEP_03390
LZEP_10478-RA	LZEP_10478	LZEP_chr_3	-	4	1650	747	224	679	protein_coding	LZEP_10478
LZEP_04306-RA	LZEP_04306	LZEP_chr_11	+	9	7887	4752	0	3135	protein_coding	LZEP_04306
LZEP_05661-RA	LZEP_05661	LZEP_chr_6	-	4	444	408	0	36	protein_coding	LZEP_05661
LZEP_05662-RA	LZEP_05662	LZEP_chr_6	-	6	900	633	0	267	protein_coding	LZEP_05662
LZEP_09782-RA	LZEP_09782	LZEP_chr_14	-	3	627	234	0	393	protein_coding	LZEP_09782
LZEP_00771-RA	LZEP_00771	LZEP_chr_7	+	10	3666	2142	223	1301	protein_coding	LZEP_00771
LZEP_11522-RA	LZEP_11522	LZEP_unplaced_215	-	2	1238	705	0	533	protein_coding	LZEP_11522
LZEP_07994-RA	LZEP_07994	LZEP_chr_1	-	3	530	201	110	219	protein_coding	LZEP_07994
LZEP_02888-RA	LZEP_02888	LZEP_chr_2	+	23	8821	6966	0	1855	protein_coding	LZEP_02888
LZEP_03395-RA	LZEP_03395	LZEP_chr_9	-	2	1610	1518	0	92	protein_coding	LZEP_03395
LZEP_00773-RA	LZEP_00773	LZEP_chr_7	+	7	2917	1908	0	1009	protein_coding	LZEP_00773
LZEP_12347-RA	LZEP_12347	LZEP_unplaced_4222	+	2	904	141	62	701	protein_coding	LZEP_12347
LZEP_04317-RA	LZEP_04317	LZEP_chr_11	+	6	2266	372	0	1894	protein_coding	LZEP_04317
LZEP_07999-RA	LZEP_07999	LZEP_chr_1	-	14	3581	3198	113	270	protein_coding	LZEP_07999
LZEP_07999-RB	LZEP_07999	LZEP_chr_1	-	13	3266	3153	113	0	protein_coding	LZEP_07999
LZEP_03402-RA	LZEP_03402	LZEP_chr_9	-	3	1291	1149	0	142	protein_coding	LZEP_03402
LZEP_02893-RA	LZEP_02893	LZEP_chr_2	+	5	707	588	0	119	protein_coding	LZEP_02893
LZEP_00779-RA	LZEP_00779	LZEP_chr_7	+	6	1608	894	714	0	protein_coding	LZEP_00779
LZEP_00779-RB	LZEP_00779	LZEP_chr_7	+	7	2822	942	714	1166	protein_coding	LZEP_00779
LZEP_11254-RA	LZEP_11254	LZEP_unplaced_423	+	6	1264	777	243	244	protein_coding	LZEP_11254
LZEP_02895-RA	LZEP_02895	LZEP_chr_2	+	3	1874	738	0	1136	protein_coding	LZEP_02895
LZEP_02897-RA	LZEP_02897	LZEP_chr_2	+	6	1620	1122	0	498	protein_coding	LZEP_02897
LZEP_05668-RA	LZEP_05668	LZEP_chr_6	-	7	2131	1596	251	284	protein_coding	LZEP_05668
LZEP_04841-RA	LZEP_04841	LZEP_chr_11	-	2	1408	1377	0	31	protein_coding	LZEP_04841
LZEP_00780-RA	LZEP_00780	LZEP_chr_7	+	5	1109	267	0	842	protein_coding	LZEP_00780
LZEP_11629-RA	LZEP_11629	LZEP_unplaced_2164	-	6	787	225	0	562	protein_coding	LZEP_11629
LZEP_05671-RA	LZEP_05671	LZEP_chr_6	-	12	2429	2193	169	67	protein_coding	LZEP_05671
LZEP_08001-RA	LZEP_08001	LZEP_chr_1	-	6	1451	1062	0	389	protein_coding	LZEP_08001
LZEP_09795-RA	LZEP_09795	LZEP_chr_14	-	10	1374	1308	0	66	protein_coding	LZEP_09795
LZEP_09795-RB	LZEP_09795	LZEP_chr_14	-	9	1296	1296	0	0	protein_coding	LZEP_09795
LZEP_00782-RA	LZEP_00782	LZEP_chr_7	+	8	12032	7704	1697	2631	protein_coding	LZEP_00782
LZEP_11335-RA	LZEP_11335	LZEP_unplaced_4246	+	5	1125	642	20	463	protein_coding	LZEP_11335
LZEP_08259-RA	LZEP_08259	LZEP_chr_5	+	8	5239	849	691	3699	protein_coding	LZEP_08259
LZEP_04324-RA	LZEP_04324	LZEP_chr_11	+	5	1310	870	0	440	protein_coding	LZEP_04324
LZEP_03415-RA	LZEP_03415	LZEP_chr_9	-	10	1920	1578	141	201	protein_coding	LZEP_03415
LZEP_08262-RA	LZEP_08262	LZEP_chr_5	+	2	674	291	0	383	protein_coding	LZEP_08262
LZEP_00785-RA	LZEP_00785	LZEP_chr_7	+	13	5514	5466	0	48	protein_coding	LZEP_00785
LZEP_10498-RA	LZEP_10498	LZEP_chr_3	-	9	2297	1971	0	326	protein_coding	LZEP_10498
LZEP_09797-RA	LZEP_09797	LZEP_chr_14	-	11	3088	2136	0	952	protein_coding	LZEP_09797
LZEP_10501-RA	LZEP_10501	LZEP_chr_3	-	9	1272	993	0	279	protein_coding	LZEP_10501
LZEP_10501-RB	LZEP_10501	LZEP_chr_3	-	8	987	987	0	0	protein_coding	LZEP_10501
LZEP_08004-RA	LZEP_08004	LZEP_chr_1	-	17	8062	7689	258	115	protein_coding	LZEP_08004
LZEP_08004-RB	LZEP_08004	LZEP_chr_1	-	16	7959	7701	258	0	protein_coding	LZEP_08004
LZEP_00787-RA	LZEP_00787	LZEP_chr_7	+	17	6994	3198	794	3002	protein_coding	LZEP_00787
LZEP_08265-RA	LZEP_08265	LZEP_chr_5	+	4	1877	579	0	1298	protein_coding	LZEP_08265
LZEP_08267-RA	LZEP_08267	LZEP_chr_5	+	6	1717	1065	0	652	protein_coding	LZEP_08267
LZEP_08012-RA	LZEP_08012	LZEP_chr_1	-	9	2784	1608	0	1176	protein_coding	LZEP_08012
LZEP_08013-RA	LZEP_08013	LZEP_chr_1	-	14	3058	3033	0	25	protein_coding	LZEP_08013
LZEP_11789-RA	LZEP_11789	LZEP_unplaced_426	+	5	1297	831	0	466	protein_coding	LZEP_11789
LZEP_08273-RA	LZEP_08273	LZEP_chr_5	+	4	1375	990	0	385	protein_coding	LZEP_08273
LZEP_08021-RA	LZEP_08021	LZEP_chr_1	-	10	2122	1395	467	260	protein_coding	LZEP_08021
LZEP_08021-RB	LZEP_08021	LZEP_chr_1	-	8	1823	1356	467	0	protein_coding	LZEP_08021
LZEP_08022-RA	LZEP_08022	LZEP_chr_1	-	6	708	699	0	9	protein_coding	LZEP_08022
LZEP_11932-RA	LZEP_11932	LZEP_unplaced_4269	+	4	2586	2562	0	24	protein_coding	LZEP_11932
LZEP_04011-RA	LZEP_04011	LZEP_chr_9	+	2	575	474	0	101	protein_coding	LZEP_04011
LZEP_08024-RA	LZEP_08024	LZEP_chr_1	-	8	1846	1218	0	628	protein_coding	LZEP_08024
LZEP_11515-RA	LZEP_11515	LZEP_unplaced_427	+	3	692	432	0	260	protein_coding	LZEP_11515
LZEP_08025-RA	LZEP_08025	LZEP_chr_1	-	5	1282	552	436	294	protein_coding	LZEP_08025
LZEP_03425-RA	LZEP_03425	LZEP_chr_9	-	7	2251	1155	174	922	protein_coding	LZEP_03425
LZEP_08029-RA	LZEP_08029	LZEP_chr_1	-	4	2771	438	0	2333	protein_coding	LZEP_08029
LZEP_08281-RA	LZEP_08281	LZEP_chr_5	+	11	2121	1638	231	252	protein_coding	LZEP_08281
LZEP_03426-RA	LZEP_03426	LZEP_chr_9	-	5	1093	765	171	157	protein_coding	LZEP_03426
LZEP_08032-RA	LZEP_08032	LZEP_chr_1	-	13	2483	1854	0	629	protein_coding	LZEP_08032
LZEP_03430-RA	LZEP_03430	LZEP_chr_9	-	8	1915	1344	0	571	protein_coding	LZEP_03430
LZEP_02909-RA	LZEP_02909	LZEP_chr_2	+	7	3530	3408	0	122	protein_coding	LZEP_02909
LZEP_00799-RA	LZEP_00799	LZEP_chr_7	+	5	889	708	0	181	protein_coding	LZEP_00799
LZEP_09814-RA	LZEP_09814	LZEP_chr_14	-	5	1880	552	0	1328	protein_coding	LZEP_09814
LZEP_11478-RA	LZEP_11478	LZEP_unplaced_4289	+	2	771	441	0	330	protein_coding	LZEP_11478
LZEP_08290-RA	LZEP_08290	LZEP_chr_5	+	2	1077	588	0	489	protein_coding	LZEP_08290
LZEP_00802-RA	LZEP_00802	LZEP_chr_7	+	3	4562	1164	329	3069	protein_coding	LZEP_00802
LZEP_03439-RA	LZEP_03439	LZEP_chr_9	-	6	2315	639	0	1676	protein_coding	LZEP_03439
LZEP_00807-RA	LZEP_00807	LZEP_chr_7	+	3	453	315	0	138	protein_coding	LZEP_00807
LZEP_05680-RA	LZEP_05680	LZEP_chr_6	-	5	1387	243	0	1144	protein_coding	LZEP_05680
LZEP_04846-RA	LZEP_04846	LZEP_chr_11	-	8	2896	1836	958	102	protein_coding	LZEP_04846
LZEP_12074-RA	LZEP_12074	LZEP_unplaced_2224	-	4	1091	474	0	617	protein_coding	LZEP_12074
LZEP_05682-RA	LZEP_05682	LZEP_chr_6	-	8	2759	1173	342	1244	protein_coding	LZEP_05682
LZEP_05682-RB	LZEP_05682	LZEP_chr_6	-	10	3009	1158	646	1205	protein_coding	LZEP_05682
LZEP_12426-RA	LZEP_12426	LZEP_unplaced_4303	+	2	1723	675	0	1048	protein_coding	LZEP_12426
LZEP_10505-RA	LZEP_10505	LZEP_chr_3	-	4	1163	291	273	599	protein_coding	LZEP_10505
LZEP_00815-RA	LZEP_00815	LZEP_chr_7	+	13	2983	2412	0	571	protein_coding	LZEP_00815
LZEP_10506-RA	LZEP_10506	LZEP_chr_3	-	6	2249	2151	0	98	protein_coding	LZEP_10506
LZEP_08042-RA	LZEP_08042	LZEP_chr_1	-	2	700	486	0	214	protein_coding	LZEP_08042
LZEP_08044-RA	LZEP_08044	LZEP_chr_1	-	7	676	432	0	244	protein_coding	LZEP_08044
LZEP_04850-RA	LZEP_04850	LZEP_chr_11	-	5	961	636	0	325	protein_coding	LZEP_04850
LZEP_10512-RA	LZEP_10512	LZEP_chr_3	-	4	1143	555	0	588	protein_coding	LZEP_10512
LZEP_08295-RA	LZEP_08295	LZEP_chr_5	+	9	3395	2739	187	469	protein_coding	LZEP_08295
LZEP_04852-RA	LZEP_04852	LZEP_chr_11	-	4	627	447	0	180	protein_coding	LZEP_04852
LZEP_10517-RA	LZEP_10517	LZEP_chr_3	-	6	4367	918	602	2847	protein_coding	LZEP_10517
LZEP_04855-RA	LZEP_04855	LZEP_chr_11	-	5	1114	1047	0	67	protein_coding	LZEP_04855
LZEP_00818-RA	LZEP_00818	LZEP_chr_7	+	15	4462	3780	106	576	protein_coding	LZEP_00818
LZEP_00818-RB	LZEP_00818	LZEP_chr_7	+	15	3958	3852	106	0	protein_coding	LZEP_00818
LZEP_08047-RA	LZEP_08047	LZEP_chr_1	-	8	1838	1278	0	560	protein_coding	LZEP_08047
LZEP_03453-RA	LZEP_03453	LZEP_chr_9	-	8	9985	4212	1522	4251	protein_coding	LZEP_03453
LZEP_08056-RA	LZEP_08056	LZEP_chr_1	-	4	2593	264	1009	1320	protein_coding	LZEP_08056
LZEP_04013-RA	LZEP_04013	LZEP_chr_9	+	3	536	474	0	62	protein_coding	LZEP_04013
LZEP_08299-RA	LZEP_08299	LZEP_chr_5	+	8	1748	1641	0	107	protein_coding	LZEP_08299
LZEP_04860-RA	LZEP_04860	LZEP_chr_11	-	7	2545	1671	159	715	protein_coding	LZEP_04860
LZEP_12201-RA	LZEP_12201	LZEP_unplaced_2250	-	3	459	399	0	60	protein_coding	LZEP_12201
LZEP_04331-RA	LZEP_04331	LZEP_chr_11	+	5	1363	855	0	508	protein_coding	LZEP_04331
LZEP_04862-RA	LZEP_04862	LZEP_chr_11	-	10	3845	3585	0	260	protein_coding	LZEP_04862
LZEP_08306-RA	LZEP_08306	LZEP_chr_5	+	3	692	420	0	272	protein_coding	LZEP_08306
